"title","description","rating","year","tags","cover"
"My Neighbor Totoro","Satsuki, her younger sister Mei and their father have just moved to their new home in the countryside, where grand adventures await them. One day while playing outside in the garden Mei encounters a small creature and decides to follow it. After chasing it through the bushes Mei eventually finds herself at the base of a large Camphor tree and as she drops through a hole in its roots, she lands on the stomach of a large, sleeping forest spirit named Totoro. The two sisters befriend the gentle spirit and are soon introduced to a world more fantastical than they could ever imagine, from playing with soot spirits to meeting a Catbus, to flying through the air and even making the trees grow. However when Mei disappears, Satsuki must call on the help of her new friends if she wants any hope of being able to find her sister...",4.6,1988,"['Fantasy', 'Slice of Life', 'Countryside', 'Family Friendly', 'Family Life', 'Film Comic', 'Siblings']","https://cdn.anime-planet.com/manga/primary/my-neighbor-totoro-1-190x262.jpg?t=1625908075"
"Spirited Away","Chihiro and her family are on their way to their new home, when they discover an abandoned amusement park. After Chihiro's family mysteriously turn into pigs, she is thrown into a surreal world of magic and fantasy. Join her as she struggles to survive in the bathhouse of the gods, ruled by an evil witch who has stolen not only her name, but her way back to the real world.",4.6,2001,"['Adventure', 'Fantasy', 'Curse', 'Family Friendly', 'Film Comic', 'Isekai', 'Japanese Mythology', 'Magic', 'Person in a Strange World', 'Youkai']","https://cdn.anime-planet.com/manga/primary/spirited-away-1-190x261.jpg?t=1625908084"
"A Thousand Cranes","Craig has been thinking a lot about death lately. Working thirteen-hour shifts to pay off his father’s insurmountable debt, taking care of his little brother in between, exasperated and ready to collapse, Craig can’t help but wonder: would it be easier to end it all? It was just an ordinary day like this when Craig stumbled onto the scene of a bloody murder. Now Craig is on the run, pursued by a criminal organization’s most lethal member: Dean. In the hunt, however, the two soon find themselves chasing anything but death.",4.6,2018,"['BL', 'Drama', 'Manhwa', 'Romance', 'Webtoons', 'Yaoi', 'Adult Couples', 'Criminals', 'Debt', 'Mental Illness', 'Psychological', 'Explicit Sex', 'Mature Themes', 'Physical Abuse', 'Domestic Abuse']","https://cdn.anime-planet.com/manga/primary/a-thousand-cranes-1-190x266.jpg?t=1625919666"
"Orange","Everyone has regrets in life. So who wouldn’t take the chance to change the past if given the opportunity? When sixteen-year-old Takamiya Naho receives a mysterious letter, claiming to be from her twenty-seven-year-old self, her life is suddenly thrown into flux. The letter tells her that a new transfer student by the name of Naruse Kakeru will be joining her class, and to keep her eye on him. But why? Naho must decide what to make of the letter and its cryptic warning, and what it means not only for her future, but for Kakeru's as well.",4.6,2012,"['Drama', 'Mystery', 'Romance', 'Shoujo', 'Death of a Loved One', 'Melancholy', 'Mental Illness', 'School Life', 'Supernatural', 'Mature Themes', 'Suicide', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/orange-1-190x271.jpg?t=1625910762"
"Accidental Mark (Novel)","Pei Shaoze unintentionally heard about a novel called Accidental Mark. Once he woke up, he found he had transmigrated into the alpha scumbag in the book, Pei Shaoze. The omega protagonist of the novel, Cheng Xia happened to have his pheromones out of control. The original scumbag not only took the opportunity to mark the protagonist but also killed the protagonist’s parents and ruined his reputation. The protagonist was completely blackened and returned five years later to stab the scumbag to death. Pei Shaoze, “……” What type of melodramatic plot was this? Why not invest well in movies and TV shows when he was the boss? His brain was used to bully the protagonist. No wonder why he would be stabbed to death. Therefore, he thoughtfully sent Cheng Xia home and helped select a school drama for Cheng Xia...",4.6,2020,"['BL', 'Comedy', 'Manhua', 'Romance', 'Slice of Life', 'Web Novels', 'Yaoi', 'Omegaverse', 'Person in a Strange World', 'Transported Into a Novel']","https://cdn.anime-planet.com/manga/primary/accidental-mark-novel-1-190x266.jpg?t=1625930359"
"Second Life Ranker (Novel)","Yeon-woo had a twin brother who disappeared five years ago. One day, a pocket watch left by his brother returned to his possession. Inside, he found a hidden diary in which was recorded ""By the time you hear this, I guess I will be already dead….""",4.6,2017,"['Action', 'Adventure', 'Fantasy', 'Manhwa', 'Web Novels', 'Death of a Loved One', 'Revenge']","https://cdn.anime-planet.com/manga/primary/second-life-ranker-novel-1-190x275.jpg?t=1625922814"
"The Legendary Moonlight Sculptor","Hyun Lee lives with his grandmother in poverty, working part-time and trying to make ends meet. One day, he enters a virtual reality game called Royal Road. Why? To earn money. Though he wants to earn money through the game, he is only a sculptor that makes very little. From getting free lunches by flirting with NPCs to grinding day and night to level up his skills, he is determined to create an avatar that can save his family from hardship.",4.6,2015,"['Action', 'Adventure', 'Comedy', 'Manhwa', 'Webtoons', 'Full Color', 'MMORPG', 'Overpowered Main Characters', 'RPG', 'Virtual Reality', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/the-legendary-moonlight-sculptor-1-190x285.jpg?t=1625913578"
"Keishichou Tokuhanka 007","The ""Special Crime Investigation Department 007"" includes the most capable and extraordinary investigators and Fuyuki, who also becomes one of its members, is very capable, too. And she is paired with Kuze, a cool and very bishounen detective. Their combination proves to be the most dangerous one the police headquarters had ever seen!",4.6,2007,"['Mystery', 'Shoujo', 'Detectives', 'Psychological', 'Supernatural']","https://cdn.anime-planet.com/manga/primary/keishichou-tokuhanka-007-1-190x267.jpg?t=1625911369"
"Yokohama Kaidashi Kikou","In a futuristic Japan, the waters have risen and the population has declined; everything is slowly winding down. In this quiet and reflective time, Alpha, a robot, cares for her owner's cafe in his absence. As Alpha lives her serene and peaceful life, interacting with humans and robots alike, the gentle twilight years of humanity are unveiled.",4.6,1994,"['Seinen', 'Slice of Life', 'Androids', 'Cafe', 'Countryside', 'Episodic', 'Iyashikei', 'Non-Human Protagonists', 'Robots', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/yokohama-kaidashi-kikou-1-285x410.webp?t=1645043418"
"Thousand Autumns (Novel)","Yan Wushi had walked a path full of blood and corpses. He did not believe in the good nature of humanity. Even more so, he did not believe that there could be someone with great kindness and sense of justice, who would be so considerate of others without asking anything in return. One day, Shen Qiao, who was the sect leader of Mount Xuandu, the number one Daoist sect under the heavens, was challenged to a duel but somehow fell off the cliff. Yan Wushi happened to pass by down there. Seeing Shen Qiao who was seriously injured to the point of dying, he suddenly came up with a perfect idea... After thousands of autumns, who could stay eternal?",4.6,2015,"['Action', 'Adventure', 'BL', 'Manhua', 'Shounen-ai', 'Web Novels', 'Ancient China', 'Cultivation', 'Martial Arts', 'Supernatural', 'Wuxia', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/thousand-autumns-novel-1-190x266.jpg?t=1625919776"
"Return of the Mad Demon","The Mad Demon, Jaha Lee, dreams of becoming the God of Martial Arts. Unfortunately, his dreams are dashed after he falls off a cliff while running from the Demonic Cult for stealing the Jade of Heaven. Yet this is not the end for Jaha -- he awakens from the fall to find himself back in his 20s. With his knowledge of the future and of martial arts, he now has a chance at revenge and at getting life right this time. Will he be able to fulfill his dream this time around, or is he doomed to face the same fate yet again?",4.6,2021,"['Action', 'Fantasy', 'Manhwa', 'Webtoons', 'Full Color', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/return-of-the-mad-demon-1-285x399.jpg?t=1628029766"
"Heavenly Demon Reborn!","In an ancient world where martial artists reign supreme, Unseong can only watch as his master is brutally beaten to death after a false accusation of practicing forbidden demonic arts. Even after a valiant fight, he fails to kill those responsible and faces his own end. But fate has other plans… Instead of taking his last breath, he awakens as a child, training to be an elite soldier of a demonic sect. Now Unseong must embrace the demonic arts and harness power in his ultimate quest for revenge.",4.6,2018,"['Action', 'Fantasy', 'Manhwa', 'Webtoons', 'Full Color', 'Martial Arts', 'Reincarnation', 'Revenge', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/heavenly-demon-reborn-1-190x266.jpg?t=1625920159"
"Engraved on My Heart","Thanks to the scar on my face and I guess my “vibe,” I always thought I, Hiro Qi, would end up forever alone. That is until Duke Nan made his way into my life! He’s the classmate I saved from bullies (which led to my scar) and it turns out this cheerful, friendly guy works as a wellness guru. Duke's offered to improve my self-image and help me land my dream job and make new friends. He’s even moved in with me! But I’m starting to learn that even the most perfect smile could be hiding a secret...",4.6,2020,"['BL', 'Drama', 'Manhua', 'Romance', 'Shounen-ai', 'Webtoons', 'Adult Couples', 'Full Color', 'Mature Romance']","https://cdn.anime-planet.com/manga/primary/engraved-on-my-heart-1-285x399.jpg?t=1633999731"
"Momentum","""Momentum"" is a series of beautifully drawn vignettes that glimpse into the life-altering moments of several couples as they fall in and out of love. This BL features a series of characters learning how to love, understand, and forgive one another – and in some cases, the world – at different moments in their lives.",4.6,2015,"['BL', 'Drama', 'Manhwa', 'Shounen-ai', 'Webtoons', 'Collections', 'Full Color']","https://cdn.anime-planet.com/manga/primary/momentum-1-190x253.jpg?t=1625916397"
"Karina's Last Days","Though gifted with an ability to bring her drawings to life, Karina Leopold spent her years in the shadow of her famous siblings, forced to be the good daughter her parents wanted. But when she’s told that a deadly disease will kill her in a year, she offers a deal to her fiancé, Milian Pastellio, with the goal to live the remainder of her days far from her family’s reach. Much to her surprise, their encounter proceeds to change them both in a way she never imagined…",4.6,2021,"['Drama', 'Fantasy', 'Manhwa', 'Romance', 'Webtoons', 'Full Color', 'Illness', 'Nobility', 'Emotional Abuse', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/karinas-last-days-1-285x399.webp?t=1646291642"
"What's Wrong with Secretary Kim?","Handsome, loaded, and arrogant Youngjoon is the VP of a major corporation. Miso has been his perfect secretary, practically legend for surviving her narcissistic boss for 9 long years. But now that she's quitting, is there really nothing -- or no one -- that can stop her from walking away?",4.6,2016,"['Comedy', 'Drama', 'Manhwa', 'Romance', 'Webtoons', 'Adult Couples', 'Boss-Employee Relationship', 'Full Color', 'Mature Romance', 'Work Life', 'Sexual Content', 'Suicide', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/whats-wrong-with-secretary-kim-1-190x285.jpg?t=1625918766"
"Saiki Kusuo no Ψ Nan","Kusuo Saiki is a sixteen-year-old high-school student with innate supernatural powers. What are his hassles and troubles triggered by his extraordinary ability? And what misfortunes fall upon him?",4.6,2012,"['Comedy', 'Shounen', 'Slice of Life', 'Gag', 'Overpowered Main Characters', 'Psychic Powers', 'School Life', 'Supernatural', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/saiki-kusuo-no-nan-1-189x300.jpg?t=1625911349"
